answer,latitude,longitude
PRE14/ARE34/SUB3404,35.3532603,139.5322464
PRE12/ARE45/SUB4502,35.6155109,140.0988063
PRE01/ARE164/SUB44003,43.1116808,141.3333149
PRE13/ARE24/SUB2404,35.7534071,139.7338205
PRE07/ARE235/SUB23501,37.4946763,139.9275091
PRE13/ARE666/SUB66601,35.7592102,139.5321465
PRE11/ARE49/SUB4903,36.0399935,139.6502927
PRE11/ARE53/SUB49304,35.9653617,139.6927943
PRE12/ARE456/SUB4203,35.6630609,140.0163086
PRE27/ARE613/SUB8703,34.4674885,135.3850591
PRE34/ARE152/SUB56608,34.5007651,132.5132532
PRE21/ARE302/SUB38102,"35.3364970",137.1152052
PRE13/ARE662/SUB66202,35.7293506,139.7125803
PRE13/ARE22/SUB2206,35.6714535,139.6089014
PRE14/ARE31/SUB3103,35.5614942,139.5052934
